latitude,longitude,altitude,geometry,coordinates,@id,area,highway,bridge,bridge:name,ele,layer,maxweight,ref,source,name,oneway,surface,lane_markings,maxspeed,lanes,bicycle,foot,junction,source:geometry,alt_name,service,name:en,name:qu,access,incline,fixme,covered,lit,horse,construction,footway,crossing,tracktype,motorcar,embankment
,,,LineString,"-70.1408904,-15.471634,-70.1407498,-15.4726498",way/163553560,,residential,,,,,,,,Pasaje Leguia,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1119645,-15.4800977,-70.1114725,-15.4790924",way/163553563,,residential,,,,,,,,Pasaje Primavera,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.106306,-15.4712229,-70.1059181,-15.4720957,-70.1055981,-15.4727713,-70.1055545,-15.4728663,-70.1051731,-15.4737227,-70.1048787,-15.4744995,-70.1045578,-15.4752119",way/163553564,,residential,,,,,,,,Jirón Alejandro Coyla,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1058044,-15.4710128,-70.1054465,-15.4718957,-70.1051298,-15.4725817,-70.105088,-15.4726846,-70.1047465,-15.4735583,-70.1044138,-15.4743045,-70.1040025,-15.4752706",way/163553565,,residential,,,,,,,,Jirón Mariano Calla,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1383916,-15.471929,-70.1381902,-15.4732697",way/163553566,,residential,,,,,,,,Calle San Antonio,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1383704,-15.466679,-70.1383107,-15.4670023,-70.1382031,-15.4676821,-70.1380896,-15.4684204,-70.1379654,-15.4691579,-70.1378522,-15.4698725,-70.1377628,-15.4704565,-70.1377,-15.4708612,-70.1376485,-15.4711956,-70.1375478,-15.4718245,-70.1373326,-15.4731431",way/163553569,,trunk,,,,,,PE-3S,,Avenida Independencia,yes,asphalt,,60,2,,no,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1071426,-15.4705247,-70.1069465,-15.4710059,-70.1067809,-15.4714123,-70.1063973,-15.4722873,-70.1060556,-15.4729723,-70.1060095,-15.4730694,-70.1056687,-15.4739494,-70.1053423,-15.474694,-70.1049171,-15.4756557,-70.1046945,-15.4761592,-70.1042668,-15.4771267,-70.1035514,-15.478835,-70.1031332,-15.479774,-70.1028103,-15.4805616,-70.1024286,-15.481459,-70.1019224,-15.4825461,-70.1016349,-15.483273",way/163553570,,residential,,,,,,,,Jirón Maria Elena,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1121004,-15.4887811,-70.1132259,-15.4891408,-70.1136417,-15.4892682",way/163553574,,residential,,,,,,,,Jirón 1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1080672,-15.4696787,-70.1075877,-15.4706947,-70.1071747,-15.4715954,-70.1068201,-15.4724322,-70.1065507,-15.4731435,-70.1065282,-15.4731939,-70.1065011,-15.4732547,-70.1061074,-15.4741376,-70.1057779,-15.4748768,-70.10537,-15.4758404,-70.1051523,-15.4763546,-70.1047476,-15.4773107,-70.1040043,-15.478993,-70.1035924,-15.4799389,-70.1032569,-15.4807231,-70.1028691,-15.481617,-70.1023764,-15.4827159,-70.1020885,-15.4834435,-70.1020313,-15.4835713,-70.1015969,-15.4845418,-70.1012892,-15.4852294",way/163553578,,residential,,,,,,,,Jirón San Apolinar,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1118954,-15.4896727,-70.1128681,-15.4900421,-70.113853,-15.4903814",way/163553581,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1086848,-15.4858083,-70.108974,-15.4850673,-70.1093949,-15.4839851,-70.1097378,-15.4830687",way/163553583,,residential,,,,,,,,Jirón 1 de Marzo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1374179,-15.4731353,-70.1381902,-15.4732697,-70.1389287,-15.4733696",way/163553590,,residential,,,,,,,,Jirón Elmer Faucett,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1403243,-15.4721757,-70.1391409,-15.472045,-70.1383916,-15.471929,-70.1376354,-15.4717897",way/163553592,,residential,,,,,,,,Jirón Nueva Zelandia,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1127653,-15.48136,-70.1125205,-15.4819995,-70.1121377,-15.4829044,-70.1121208,-15.4830122,-70.1120816,-15.483482,-70.1120344,-15.4837975,-70.1119945,-15.4838811,-70.1116318,-15.4847936,-70.1112049,-15.4858675,-70.1109294,-15.4865484,-70.1108762,-15.4866798,-70.1107614,-15.4870024",way/163553596,,residential,,,,,,,,Jirón Santa Cruz,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1500328,-15.4637385,-70.1492399,-15.4636384,-70.1483221,-15.4635186,-70.1470665,-15.4633118,-70.146321,-15.4631888,-70.1454164,-15.4630613,-70.1443669,-15.4629053,-70.1431455,-15.462745,-70.1418604,-15.4625304,-70.1406665,-15.4623634,-70.139114,-15.4621396",way/163553598,,residential,,,,,,,,Jirón Los Incas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1467414,-15.46416,-70.1452685,-15.4639443,-70.1442243,-15.4637886,-70.1429632,-15.4636137,-70.1417256,-15.4634271,-70.14053,-15.4632686,-70.1390488,-15.4630059,-70.138975,-15.4629954",way/163553600,,residential,,,,,,,,Jirón Las Palmas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1468931,-15.4637752,-70.146241,-15.4636582,-70.1453355,-15.4635427,-70.1443231,-15.4633859,-70.1430383,-15.4631757,-70.1417946,-15.4629896,-70.1406062,-15.4628104,-70.1391098,-15.4625807,-70.1390459,-15.4625709",way/163553602,,residential,,,,,,,,Jirón 9 de Junio,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1491809,-15.4672712,-70.1481457,-15.4676541,-70.1479062,-15.4677318,-70.1478499,-15.4677344,-70.1469728,-15.467578,-70.1456169,-15.4673661,-70.1455334,-15.4673608,-70.1447169,-15.4672527,-70.1436874,-15.4670903,-70.1424373,-15.4669235,-70.1412311,-15.4667447,-70.1400209,-15.466551,-70.1385112,-15.4663478",way/163553604,,residential,,,,,,,,Jirón Bahua,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.145973,-15.4663433,-70.1448942,-15.4661836,-70.1438977,-15.4660361,-70.1426016,-15.465826,-70.141413,-15.4656497,-70.1401985,-15.4654424,-70.1386926,-15.4652125",way/163553606,,residential,,,,,,,,Jirón Sheraton,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1114281,-15.4804506,-70.112351,-15.4807749,-70.1124491,-15.4808459,-70.1125154,-15.4809317",way/163553608,,residential,,,,,,,,Pasaje Santa Juana,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1416308,-15.4717527,-70.1408904,-15.471634,-70.1404404,-15.4715685,-70.1399655,-15.4715121,-70.1392398,-15.4714273,-70.1377163,-15.4712165",way/163553609,,residential,,,,,,,,Jirón Aeroperu,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1443639,-15.4707315,-70.1442474,-15.4707133,-70.1431221,-15.4705569,-70.1418707,-15.4703389,-70.1406443,-15.4701589,-70.1398661,-15.4700594,-70.1394673,-15.4700075,-70.1379492,-15.4697866",way/163553615,,residential,,,,,,,,Jirón Benavides,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.14771,-15.4684223,-70.1468117,-15.4682339,-70.1464963,-15.468202,-70.1453911,-15.4680243,-70.1452949,-15.4680042,-70.1446062,-15.4679322,-70.1436192,-15.4677892,-70.1423038,-15.4675832,-70.1411243,-15.467394,-70.1399129,-15.4672253,-70.1384034,-15.4670113",way/163553617,,residential,,,,,,,,Jirón Americana,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1454036,-15.4709238,-70.1454617,-15.4703407",way/163553621,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1458071,-15.4667974,-70.1457412,-15.4667874,-70.1448335,-15.466649,-70.1437829,-15.4664888,-70.1425258,-15.4662971,-70.1413312,-15.466115,-70.1401203,-15.4659304,-70.1386161,-15.4657011",way/163553623,,residential,,,,,,,,Jirón Copacabana,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1102601,-15.4781326,-70.1094069,-15.4762988,-70.1088331,-15.4750989,-70.1083107,-15.4739791,-70.1081263,-15.4735826,-70.1078751,-15.4730561,-70.1076517,-15.472776",way/163553628,,residential,,,,,,,,Jirón Federico Villa Real,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1080395,-15.4719184,-70.1078056,-15.4718245,-70.1071747,-15.4715954,-70.1067809,-15.4714123,-70.106306,-15.4712229,-70.1058044,-15.4710128,-70.1053383,-15.4708165",way/163553629,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1108833,-15.4778529,-70.1100433,-15.4760339,-70.1094266,-15.4746897,-70.108895,-15.4735451,-70.1084255,-15.4725574,-70.1081043,-15.4719296,-70.1080989,-15.4719234,-70.1080946,-15.4719212,-70.1080862,-15.4719196,-70.1080395,-15.4719184",way/163553631,,residential,,,,,,,,Jirón Alejandro Peralta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1493936,-15.4678441,-70.1483296,-15.4682183,-70.14771,-15.4684223,-70.1468734,-15.4688351,-70.146691,-15.4688868,-70.1465289,-15.4689145,-70.1463638,-15.4688933,-70.1451604,-15.468709",way/163553633,,residential,,,,,,,,Jirón Aeronautica,,paved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1449796,-15.4691368,-70.1448839,-15.4691142,-70.1433702,-15.468953,-70.142112,-15.468818,-70.1408828,-15.468729,-70.1396944,-15.4685898,-70.1390301,-15.4685364,-70.1381631,-15.4684311",way/163553637,,residential,,,,,,,,Avenida Los Virreyes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1451164,-15.4648028,-70.1441164,-15.4646741,-70.1428075,-15.4644925,-70.1415943,-15.4642994,-70.1404151,-15.4640904,-70.1389113,-15.4638854",way/163553643,,residential,,,,,,,,Jirón El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1461843,-15.4658589,-70.1449704,-15.4656959,-70.1439406,-15.4655555,-70.1426969,-15.4653584,-70.1414562,-15.465167,-70.1402672,-15.4650137,-70.1387685,-15.4647579",way/163553644,,residential,,,,,,,,Jirón Alcon,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1463257,-15.4654012,-70.1450381,-15.4652573,-70.1440079,-15.4650722,-70.142747,-15.4649164,-70.1415258,-15.4647015,-70.1403479,-15.4645098,-70.1388452,-15.4642922",way/163553646,,residential,,,,,,,,Jirón San valentín,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1440162,-15.4713675,-70.1430183,-15.4711963,-70.1422565,-15.4710974,-70.1417653,-15.4710216,-70.1405521,-15.4708253,-70.1401587,-15.4707583,-70.1397517,-15.4706984,-70.1393639,-15.4706527,-70.1388146,-15.4705624,-70.1383388,-15.4704992,-70.137854,-15.4704206",way/163553658,,residential,,,,,,,,Jirón Miguel Grau,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1085958,-15.4798942,-70.1095585,-15.4802093,-70.1100315,-15.4803587,-70.1106277,-15.4805729,-70.1112995,-15.4808159,-70.1119159,-15.4810638,-70.1123512,-15.4812144,-70.1127131,-15.4813578,-70.1127653,-15.48136,-70.1132219,-15.4812282",way/163553664,,residential,,,,,,,,Jirón Santa Teresa,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1119159,-15.4810638,-70.1116691,-15.4816573,-70.1112909,-15.4826349,-70.1110601,-15.4832517,-70.1109471,-15.483483,-70.110908,-15.4835911,-70.1106111,-15.4844247,-70.1101678,-15.485479,-70.1098333,-15.4861818",way/163553670,,residential,,,,,,,,Jirón Santa Lucia,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.0996611,-15.4723065,-70.1000849,-15.472477,-70.1005344,-15.472664,-70.1010171,-15.4728754,-70.1011865,-15.4729493,-70.1016882,-15.473138,-70.1021535,-15.4733393,-70.1024237,-15.4734541,-70.1028515,-15.473638,-70.1034268,-15.4738868,-70.1038882,-15.4740925,-70.1044138,-15.4743045,-70.1048787,-15.4744995,-70.1053423,-15.474694,-70.1057779,-15.4748768,-70.1062886,-15.4752829,-70.1065041,-15.4754543,-70.1070592,-15.4758866,-70.1073737,-15.4761314,-70.1082538,-15.4768449,-70.1086713,-15.4771835,-70.1093889,-15.4777652",way/163553672,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1128752,-15.4804586,-70.1122906,-15.4802387,-70.1119645,-15.4800977,-70.1115942,-15.4799453,-70.1109666,-15.479702,-70.1103429,-15.4794444,-70.1099082,-15.4792835,-70.1092785,-15.479069,-70.108658,-15.4788124,-70.1076171,-15.4784123,-70.1071435,-15.4782321,-70.1059979,-15.4777898,-70.1055413,-15.4776143,-70.1053181,-15.4775289,-70.1047476,-15.4773107,-70.1042668,-15.4771267,-70.1038299,-15.4769596,-70.1035484,-15.4768519,-70.1034037,-15.4767965,-70.1028176,-15.4765723,-70.1023359,-15.476388,-70.1017845,-15.4761771,-70.1017397,-15.47616,-70.1013094,-15.4759979,-70.1008777,-15.4758353,-70.100101,-15.4755428",way/163553676,,residential,,,,,,,,Avenida Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1358368,-15.4812904,-70.135871,-15.4811304,-70.1360488,-15.4799596,-70.1360971,-15.4797185,-70.1362053,-15.4792688,-70.1363329,-15.4785413,-70.1364508,-15.4778157,-70.1365566,-15.4771824,-70.136668,-15.4764247,-70.1367782,-15.4757749,-70.137014,-15.4742908,-70.1370473,-15.4740806",way/163553719,,trunk,,,,,,PE-3S,,Avenida Independencia,yes,asphalt,,60,2,,no,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1350032,-15.4865693,-70.1349822,-15.4864932,-70.1351555,-15.4858364,-70.1353605,-15.4846465,-70.1353973,-15.4844467,-70.1355193,-15.4835789,-70.1356546,-15.4825548,-70.135788,-15.4816073,-70.1358021,-15.4815074",way/163560667,,primary,,,,,,,,Manuel Nuñez Butron,yes,,,60,2,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1007427,-15.4718617,-70.1010252,-15.4719971,-70.101493,-15.472189,-70.1019853,-15.4723746,-70.1022827,-15.4725044,-70.1027546,-15.4727107,-70.1031807,-15.4728969,-70.1037389,-15.4731327,-70.1041992,-15.4733245,-70.1042769,-15.4733536,-70.1047465,-15.4735583,-70.1051731,-15.4737227,-70.1056687,-15.4739494,-70.1061074,-15.4741376,-70.106697,-15.4743728",way/163560710,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1039294,-15.4712954,-70.1049173,-15.4716704,-70.1054465,-15.4718957,-70.1059181,-15.4720957,-70.1063973,-15.4722873,-70.1068201,-15.4724322,-70.1073977,-15.4726588,-70.1076517,-15.472776",way/163560716,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1531797,-15.4854588,-70.1532364,-15.4854128,-70.1533215,-15.4853438,-70.1535148,-15.4851943,-70.1542992,-15.484568,-70.1551869,-15.4838043,-70.1555464,-15.4835083,-70.1561181,-15.4830421,-70.1564561,-15.4827692,-70.1566353,-15.4826364,-70.157096,-15.4822611,-70.1573239,-15.4820908,-70.1576235,-15.4818627,-70.1581125,-15.4814634,-70.1585509,-15.4811321,-70.1586538,-15.481048,-70.1592368,-15.4805989,-70.1596085,-15.4803126,-70.1597025,-15.4802455,-70.1600699,-15.4799832,-70.1601439,-15.4799304,-70.160576,-15.4796102,-70.1614534,-15.4789211,-70.1614988,-15.4788615,-70.1618245,-15.4786026,-70.1623616,-15.478121,-70.1626423,-15.4778885,-70.1630792,-15.4775491,-70.1633479,-15.4773378,-70.165003,-15.4759418,-70.1654823,-15.4755376,-70.1656721,-15.4753775,-70.1657605,-15.4753011,-70.1663806,-15.4747892,-70.1673771,-15.4739666,-70.1675152,-15.4738523,-70.1687443,-15.4728894,-70.169634,-15.4722076,-70.1700006,-15.4718907,-70.1704252,-15.4715518,-70.1707975,-15.4712593,-70.1711607,-15.4709724,-70.1715365,-15.4706749,-70.1718986,-15.4703957,-70.1719764,-15.4703311,-70.1723667,-15.4700196,-70.172529,-15.4699045,-70.172714,-15.4697443,-70.172895,-15.4696008,-70.1731539,-15.4693875,-70.173676,-15.4689796,-70.1749611,-15.4679688,-70.1755753,-15.4674856,-70.1757448,-15.4673524,-70.1764107,-15.4668285,-70.1772051,-15.4662037,-70.1788975,-15.4649345,-70.1790762,-15.4647719,-70.1799077,-15.4641916,-70.1807888,-15.4635763,-70.1816749,-15.4629468,-70.1824665,-15.4623819",way/189718085,,primary,,,,,,PU-124,MTC,Avenida Lampa,,paved,,35,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.13521,-15.4870973,-70.1348354,-15.4869379",way/201532823,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1358991,-15.4845169,-70.1358256,-15.4854064,-70.1358185,-15.4855268,-70.1357313,-15.4865429,-70.1356648,-15.4873938,-70.1356615,-15.4874359,-70.1356561,-15.4875224,-70.1357198,-15.4875777",way/201532824,,primary,,,,,,,,Avenida Jorge Chavez,yes,,,60,2,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1352693,-15.4872389,-70.1351048,-15.4877222",way/201532825,,residential,,,,,,,,Pasaje Ferrocarril,no,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.13521,-15.4870973,-70.1352297,-15.4870757,-70.1352841,-15.4870542,-70.1353415,-15.4870668,-70.1353816,-15.4871106,-70.1353871,-15.4871687,-70.1353558,-15.4872188,-70.1352999,-15.4872413,-70.1352693,-15.4872389,-70.1352177,-15.4872082,-70.1352019,-15.4871828,-70.135195,-15.487154,-70.13521,-15.4870973",way/201532826,,residential,,,,,,,,,,,,,,,,roundabout,,,,,,,,,,,,,,,,,
,,,LineString,"-70.135995,-15.4845242,-70.1358991,-15.4845169,-70.1354831,-15.4844579,-70.1353973,-15.4844467",way/201532827,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1176156,-15.5028634,-70.1174227,-15.5033729,-70.1168971,-15.5046811,-70.1166779,-15.5052012,-70.1166324,-15.5053165,-70.1164642,-15.5057609,-70.1162754,-15.5062737,-70.1162232,-15.5063962,-70.1159708,-15.5070426,-70.1159038,-15.5072108,-70.1158708,-15.5073238,-70.1156983,-15.5077481,-70.1155246,-15.5082091,-70.1153401,-15.5086844,-70.1152941,-15.5088051,-70.1151445,-15.5091975,-70.1150145,-15.5095138,-70.1148404,-15.5099606,-70.1147939,-15.5100606,-70.1146316,-15.5104771,-70.1144736,-15.5108786,-70.1143272,-15.5112619,-70.113765,-15.5125549,-70.1134202,-15.5133881,-70.1132983,-15.5136709,-70.113275,-15.5137239,-70.1127301,-15.5149885,-70.1122559,-15.5160605,-70.1119117,-15.5168642,-70.1118166,-15.5170873,-70.1113729,-15.5181138,-70.1112094,-15.5185087,-70.1111461,-15.5186546,-70.1109216,-15.519145,-70.1103937,-15.5203656,-70.1099841,-15.5212884,-70.1095981,-15.5221761,-70.1092297,-15.5230222,-70.1086624,-15.5243741,-70.1082383,-15.5253389,-70.1080648,-15.5257276",way/201533003,,primary,,,,,,,,Avenida Circunvalación Este,no,asphalt,,60,2,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1345591,-15.4959794,-70.1346299,-15.4961272,-70.1350208,-15.4967829,-70.135243,-15.4973964,-70.1353224,-15.497692,-70.1353542,-15.4979208,-70.1353251,-15.498217,-70.1353423,-15.4983315,-70.1353885,-15.4984646,-70.1355282,-15.498701,-70.1356418,-15.4988759,-70.1358103,-15.4990983,-70.1361935,-15.4996111,-70.1363252,-15.4998228,-70.1368394,-15.5004007,-70.1368627,-15.500441,-70.1368651,-15.500481,-70.1366286,-15.5011519,-70.1364978,-15.501437",way/201542540,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1280752,-15.5031314,-70.127952,-15.5031398,-70.127338,-15.5029215,-70.126476,-15.5025865,-70.125971,-15.5023994,-70.1255227,-15.5022363,-70.124874,-15.5019812,-70.1245507,-15.5018912,-70.1230712,-15.5012998,-70.1227276,-15.5011625,-70.1219008,-15.5008616,-70.121286,-15.5006378,-70.1206504,-15.5004135,-70.1194613,-15.4999987,-70.118826,-15.499761",way/201542544,,trunk,,,,,,PE-3S,,Avenida Tacna,yes,asphalt,,60,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1221061,-15.4907914,-70.1212983,-15.4904779,-70.1208589,-15.4903056",way/201542545,,tertiary,,,,,,,,Avenida San Martín,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1157232,-15.5071442,-70.115772,-15.5069557,-70.1160268,-15.5063026,-70.1162742,-15.5056757,-70.1164417,-15.5052473,-70.1166796,-15.5046399,-70.1172016,-15.5032902",way/201542547,,residential,,,,,,,bing,Avenida Circunvalación Este,,unpaved,,60,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.133397,-15.495832,-70.1333304,-15.4956997,-70.133322,-15.495686,-70.133308,-15.4956768,-70.1324762,-15.4953698",way/233571103,,residential,,,,,,,,Jirón Jorge Chávez,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1307012,-15.497469,-70.1310816,-15.4976091,-70.1321158,-15.4979846,-70.1331062,-15.4983721,-70.1338787,-15.4986824,-70.1342377,-15.4988381,-70.134794,-15.4990372,-70.1349008,-15.4990923",way/233571104,,residential,,,,,,,,Jirón Piura,yes,,,30,2,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1348285,-15.4978369,-70.1349224,-15.4978629,-70.1350006,-15.4978784,-70.1350861,-15.4978784,-70.1352865,-15.497874,-70.1352918,-15.4979244,-70.1353542,-15.4979208,-70.135858,-15.4979108,-70.1362231,-15.4978874",way/233571106,,steps,,,,,,,,9 de Diciembre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1281531,-15.5042154,-70.1289025,-15.5044489,-70.1296007,-15.5046272,-70.1304599,-15.5048796,-70.1305356,-15.5049034,-70.1306837,-15.504938,-70.1317264,-15.5049815,-70.1320166,-15.5050029,-70.1328258,-15.5050696",way/233687096,,residential,,,,,,,,Jirón German Humpiri,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1473088,-15.4914443,-70.1463056,-15.4916244,-70.1452422,-15.4918153,-70.1443974,-15.491967,-70.144161,-15.4920094,-70.1432667,-15.49217,-70.1421707,-15.4923667,-70.1411138,-15.4925564,-70.1400776,-15.4927425,-70.1391733,-15.492918",way/233687097,,residential,,,,,,,,Jirón Jauregui,no,,,30,2,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1172586,-15.5293427,-70.1173445,-15.5291821,-70.117778,-15.5281492,-70.1180762,-15.5274506,-70.1189261,-15.525422,-70.1191639,-15.524863,-70.1218262,-15.5187886,-70.1218964,-15.5186447,-70.1249595,-15.5115271,-70.1250185,-15.5114133,-70.1258661,-15.5094775,-70.1275748,-15.5051019,-70.1282526,-15.5033856,-70.1283099,-15.5032778",way/233687098,,trunk,,,,,,PE-3S,,Autopista Mártires del 4 de Noviembre,yes,asphalt,,90,2,no,no,,,,,4° November Highway,Choquehuanca Jatun Ñan,,,,,,,,,,,,
,,,LineString,"-70.1284416,-15.5033046,-70.1281531,-15.5042154,-70.128025,-15.504511,-70.1277695,-15.5051751,-70.1274236,-15.5061506,-70.1270428,-15.5070933,-70.1264798,-15.5085646,-70.1260209,-15.5097817,-70.1260079,-15.5098162,-70.1256132,-15.5108047,-70.1253095,-15.5115223,-70.1252612,-15.5116464,-70.1245317,-15.5134652,-70.1244835,-15.5135938,-70.1241387,-15.5144331,-70.12379,-15.5152705,-70.123342,-15.516312,-70.1227439,-15.5177024,-70.122273,-15.5188052,-70.1222,-15.5189627,-70.1217099,-15.5201047",way/233687099,,secondary,,,,,,,,Jirón Manuel Nuñez Butron,yes,asphalt,,30,,,,,,,,4° November Highway,Choquehuanca Hatun Ñan,,,,,,,,,,,,
,,,LineString,"-70.1317767,-15.5052801,-70.131404,-15.5053451,-70.1309198,-15.5054263,-70.1308356,-15.5054538,-70.1307596,-15.5054952,-70.1306673,-15.5055514,-70.1302968,-15.5059359,-70.1298156,-15.5064324,-70.1290007,-15.507314,-70.128698,-15.5076924",way/233687100,,residential,,,,,,,,Jirón El Trebol,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.133397,-15.495832,-70.1340254,-15.4967741,-70.1345608,-15.4972034,-70.1346741,-15.4973178,-70.1347537,-15.4974853,-70.1347847,-15.4975887,-70.1348285,-15.4978369",way/233687101,,residential,,,,,,,bing,Jorge Chavez,no,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1355929,-15.4993728,-70.1354607,-15.4992446,-70.1352213,-15.4990289,-70.1349886,-15.4988903",way/233687102,,residential,,,,,,,,Jirón Loreto,yes,,,30,2,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.132229,-15.5015768,-70.1327493,-15.5006924,-70.1331234,-15.5000407,-70.1334743,-15.4994002,-70.1338787,-15.4986824,-70.1340879,-15.4983587,-70.1344881,-15.4976454,-70.1346741,-15.4973178",way/233687103,,residential,,,,,,,,Calle Hipolito Unanue,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1309571,-15.500013,-70.1303985,-15.5009046,-70.1299398,-15.5016357,-70.1296615,-15.5026273,-70.1292775,-15.5035483,-70.1289025,-15.5044489,-70.1285079,-15.5054216,-70.1281134,-15.5064134,-70.127719,-15.5073742,-70.1272317,-15.5085397,-70.1269894,-15.5092068,-70.1267608,-15.509799,-70.1263918,-15.51078",way/233687104,,tertiary,,,,,,,bing,Jirón Cerezos,no,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1388596,-15.4982122,-70.1388271,-15.4982159,-70.1387902,-15.498212,-70.1386724,-15.4981676,-70.1386412,-15.4981207,-70.1386203,-15.4980765,-70.1385631,-15.4978383,-70.1385235,-15.4977504,-70.1384813,-15.4976954,-70.137545,-15.4971118,-70.1365662,-15.4964589,-70.1363542,-15.4963196,-70.1361307,-15.4961683",way/233687105,,residential,,,,,,,bing,Jirón Milagros,,concrete,no,,,,,,,,,,,,,,,,,,,,,,
