id,nombre,latitud,longitud,riesgo,tipo
13344, #6041,-15.4970966,-70.255592,45,interseccion
13345, #6042,-15.4971481,-70.2555798,45,interseccion
13346, #6043,-15.4971981,-70.2555621,45,interseccion
13347, #6044,-15.4972516,-70.255536,45,interseccion
13348, #6045,-15.4973018,-70.2555037,45,interseccion
13349, #6046,-15.497348,-70.2554655,45,interseccion
13350, #6047,-15.497485,-70.2552885,45,interseccion
13351, #6048,-15.4975157,-70.2552308,45,interseccion
13352, #6049,-15.4975511,-70.2551761,45,interseccion
13353, #6050,-15.497591,-70.2551249,45,interseccion
13354, #6051,-15.4976429,-70.2550697,45,interseccion
13355, #6052,-15.4977,-70.2550204,45,interseccion
13356, #6053,-15.4977616,-70.2549773,45,interseccion
13357, #6054,-15.4984,-70.254575,45,interseccion
13358, #6055,-15.4991935,-70.2540574,45,interseccion
13359, #6056,-15.5002558,-70.2533653,45,interseccion
13360, #6057,-15.500995,-70.2528799,45,interseccion
13361, #6058,-15.5017704,-70.2523434,45,interseccion
13362, #6059,-15.5018402,-70.2523085,45,interseccion
13363, #6060,-15.5019151,-70.2522844,45,interseccion
13364, #6061,-15.5019784,-70.2522643,45,interseccion
13365, #6062,-15.5020495,-70.2522133,45,interseccion
13366, #6063,-15.5075565,-70.270857,45,interseccion
13367, #6064,-15.5075396,-70.2708851,45,interseccion
13368, #6065,-15.5075198,-70.270911,45,interseccion
13369, #6066,-15.5074861,-70.2709443,45,interseccion
13370, #6067,-15.5074475,-70.2709714,45,interseccion
13371, #6068,-15.5068633,-70.2712248,45,interseccion
13372, #6069,-15.5057882,-70.2717237,45,interseccion
13373, #6070,-15.5050373,-70.2720617,45,interseccion
13374, #6071,-15.5040423,-70.2724868,45,interseccion
13375, #6072,-15.5031713,-70.2728811,45,interseccion
13376, #6073,-15.5021296,-70.2733424,45,interseccion
13377, #6074,-15.501132,-70.273793,45,interseccion
13378, #6075,-15.4999379,-70.2743188,45,interseccion
13379, #6076,-15.498767,-70.2748498,45,interseccion
13380, #6077,-15.4976323,-70.2753621,45,interseccion
13381, #6078,-15.4968311,-70.2757108,45,interseccion
13382, #6079,-15.4957171,-70.2762151,45,interseccion
13383, #6080,-15.494784,-70.2766442,45,interseccion
13384, #6081,-15.4937501,-70.2771136,45,interseccion
13385, #6082,-15.4927782,-70.2775535,45,interseccion
13386, #6083,-15.4923311,-70.2777305,45,interseccion
13387, #6084,-15.491659,-70.278039,45,interseccion
13388, #6085,-15.4903899,-70.278613,45,interseccion
13389, #6086,-15.4893431,-70.2790797,45,interseccion
13390, #6087,-15.4886633,-70.2793774,45,interseccion
13391, #6088,-15.4877689,-70.2797717,45,interseccion
13392, #6089,-15.4868875,-70.2801606,45,interseccion
13393, #6090,-15.4858613,-70.2806434,45,interseccion
13394, #6091,-15.4852746,-70.280917,45,interseccion
13395, #6092,-15.4848067,-70.2811047,45,interseccion
13396, #6093,-15.4841476,-70.2814052,45,interseccion
13397, #6094,-15.4832506,-70.2818128,45,interseccion
13398, #6095,-15.5062107,-70.2691555,45,interseccion
13399, #6096,-15.5061485,-70.2691838,45,interseccion
13400, #6097,-15.5060841,-70.2692065,45,interseccion
13401, #6098,-15.5060098,-70.269225,45,interseccion
13402, #6099,-15.5059342,-70.269236,45,interseccion
13403, #6100,-15.5045333,-70.2694801,45,interseccion
13404, #6101,-15.5040138,-70.2695847,45,interseccion
13405, #6102,-15.5036269,-70.2696482,45,interseccion
13406, #6103,-15.503241,-70.2697188,45,interseccion
13407, #6104,-15.5029667,-70.2697733,45,interseccion
13408, #6105,-15.5026931,-70.2698314,45,interseccion
13409, #6106,-15.5018608,-70.270046,45,interseccion
13410, #6107,-15.50092,-70.270282,45,interseccion
13411, #6108,-15.4997052,-70.2706173,45,interseccion
13412, #6109,-15.4975031,-70.2711993,45,interseccion
13413, #6110,-15.4962159,-70.2715293,45,interseccion
13414, #6111,-15.4953992,-70.2717251,45,interseccion
13415, #6112,-15.4952803,-70.271776,45,interseccion
13416, #6113,-15.49512,-70.2718458,45,interseccion
13417, #6114,-15.4948641,-70.2719718,45,interseccion
13418, #6115,-15.4945013,-70.2721401,45,interseccion
13419, #6116,-15.4941404,-70.2723125,45,interseccion
13420, #6117,-15.4937399,-70.2725097,45,interseccion
13421, #6118,-15.4933417,-70.2727121,45,interseccion
13422, #6119,-15.4926593,-70.2730501,45,interseccion
13423, #6120,-15.4918374,-70.2734283,45,interseccion
13424, #6121,-15.4914704,-70.2735999,45,interseccion
13425, #6122,-15.4912372,-70.2737127,45,interseccion
13426, #6123,-15.4910051,-70.2738279,45,interseccion
13427, #6124,-15.4900849,-70.2742839,45,interseccion
13428, #6125,-15.489736,-70.2744207,45,interseccion
13429, #6126,-15.48902,-70.2747721,45,interseccion
13430, #6127,-15.4878413,-70.2753487,45,interseccion
13431, #6128,-15.4871201,-70.2756813,45,interseccion
13432, #6129,-15.4861457,-70.2761453,45,interseccion
13433, #6130,-15.4856184,-70.2763975,45,interseccion
13434, #6131,-15.4850911,-70.2766684,45,interseccion
13435, #6132,-15.4840778,-70.2771646,45,interseccion
13436, #6133,-15.4830697,-70.2776742,45,interseccion
13437, #6134,-15.5117985,-70.2689812,45,interseccion
13438, #6135,-15.5113721,-70.269177,45,interseccion
13439, #6136,-15.5108423,-70.2694103,45,interseccion
13440, #6137,-15.5096844,-70.269928,45,interseccion
13441, #6138,-15.5083327,-70.2705529,45,interseccion
13442, #6139,-15.5077098,-70.2708533,45,interseccion
13443, #6140,-15.507672,-70.2708651,45,interseccion
13444, #6141,-15.5076328,-70.2708696,45,interseccion
13445, #6142,-15.5075935,-70.2708668,45,interseccion
13446, #6143,-15.5075217,-70.2708408,45,interseccion
13447, #6144,-15.5074901,-70.2708185,45,interseccion
13448, #6145,-15.5071541,-70.2703813,45,interseccion
13449, #6146,-15.5050606,-70.2676186,45,interseccion
13450, #6147,-15.503453,-70.2655184,45,interseccion
13451, #6148,-15.5020444,-70.2636302,45,interseccion
13452, #6149,-15.5010622,-70.2623481,45,interseccion
13453, #6150,-15.4996044,-70.2604035,45,interseccion
13454, #6151,-15.4983819,-70.2588156,45,interseccion
13455, #6152,-15.4972085,-70.2572545,45,interseccion
13456, #6153,-15.496676,-70.2565786,45,interseccion
13457, #6154,-15.4964563,-70.256297,45,interseccion
13458, #6155,-15.4963322,-70.256187,45,interseccion
13459, #6156,-15.4962625,-70.2560878,45,interseccion
13460, #6157,-15.4806399,-70.2703062,45,interseccion
13461, #6158,-15.4823433,-70.2692226,45,interseccion
13462, #6159,-15.4831188,-70.2687129,45,interseccion
13463, #6160,-15.4842251,-70.2680102,45,interseccion
13464, #6161,-15.4846387,-70.267738,45,interseccion
13465, #6162,-15.4846954,-70.267701,45,interseccion
13466, #6163,-15.4847545,-70.2676683,45,interseccion
13467, #6164,-15.4848158,-70.2676401,45,interseccion
13468, #6165,-15.4848894,-70.267613,45,interseccion
13469, #6166,-15.484965,-70.2675924,45,interseccion
13470, #6167,-15.4850419,-70.2675784,45,interseccion
13471, #6168,-15.4851955,-70.2675341,45,interseccion
13472, #6169,-15.4853482,-70.2674872,45,interseccion
13473, #6170,-15.4855434,-70.267423,45,interseccion
13474, #6171,-15.4857373,-70.2673544,45,interseccion
13475, #6172,-15.4862594,-70.2671747,45,interseccion
13476, #6173,-15.486863,-70.2669936,45,interseccion
13477, #6174,-15.487862,-70.2666691,45,interseccion
13478, #6175,-15.4884281,-70.2664706,45,interseccion
13479, #6176,-15.4895008,-70.26613,45,interseccion
13480, #6177,-15.490576,-70.2657732,45,interseccion
13481, #6178,-15.4915531,-70.2654567,45,interseccion
13482, #6179,-15.4922406,-70.2652422,45,interseccion
13483, #6180,-15.4927472,-70.2650705,45,interseccion
13484, #6181,-15.4938018,-70.2647325,45,interseccion
13485, #6182,-15.4948641,-70.2643865,45,interseccion
13486, #6183,-15.4956757,-70.264129,45,interseccion
13487, #6184,-15.4965416,-70.2638581,45,interseccion
13488, #6185,-15.4970818,-70.2636677,45,interseccion
13489, #6186,-15.497715,-70.2634478,45,interseccion
13490, #6187,-15.4985964,-70.2631608,45,interseccion
13491, #6188,-15.4992607,-70.2629542,45,interseccion
13492, #6189,-15.5001679,-70.2626511,45,interseccion
13493, #6190,-15.500597,-70.262505,45,interseccion
13494, #6191,-15.5008541,-70.2624272,45,interseccion
13495, #6192,-15.5009355,-70.2624097,45,interseccion
13496, #6193,-15.5009989,-70.2623883,45,interseccion
13497, #6194,-15.4912998,-70.2772799,45,interseccion
13498, #6195,-15.490987,-70.2764243,45,interseccion
13499, #6196,-15.4907027,-70.2757564,45,interseccion
13500, #6197,-15.4903305,-70.2748686,45,interseccion
13501, #6198,-15.4896817,-70.2731359,45,interseccion
13502, #6199,-15.489387,-70.2722293,45,interseccion
13503, #6200,-15.4893625,-70.2721676,45,interseccion
13504, #6201,-15.4893302,-70.2721113,45,interseccion
13505, #6202,-15.4892836,-70.2720617,45,interseccion
13506, #6203,-15.4892255,-70.2720389,45,interseccion
13507, #6204,-15.4891712,-70.2719906,45,interseccion
13508, #6205,-15.4891389,-70.2719423,45,interseccion
13509, #6206,-15.4890303,-70.2717599,45,interseccion
13510, #6207,-15.4887486,-70.2711967,45,interseccion
13511, #6208,-15.4883893,-70.2706012,45,interseccion
13512, #6209,-15.4881825,-70.2702847,45,interseccion
13513, #6210,-15.488094,-70.270163,45,interseccion
13514, #6211,-15.4880129,-70.2700359,45,interseccion
13515, #6212,-15.4879395,-70.2699038,45,interseccion
13516, #6213,-15.4878814,-70.2697835,45,interseccion
13517, #6214,-15.4878296,-70.2696599,45,interseccion
13518, #6215,-15.4877844,-70.2695337,45,interseccion
13519, #6216,-15.4875932,-70.2690321,45,interseccion
13520, #6217,-15.4873088,-70.2683884,45,interseccion
13521, #6218,-15.4871977,-70.2682167,45,interseccion
13522, #6219,-15.4871724,-70.2681468,45,interseccion
13523, #6220,-15.4871537,-70.2680746,45,interseccion
13524, #6221,-15.487143,-70.268009,45,interseccion
13525, #6222,-15.4871378,-70.2679426,45,interseccion
13526, #6223,-15.4871382,-70.2678761,45,interseccion
13527, #6224,-15.4871289,-70.2677937,45,interseccion
13528, #6225,-15.4871124,-70.2677125,45,interseccion
13529, #6226,-15.4870908,-70.267639,45,interseccion
13530, #6227,-15.4870633,-70.2675676,45,interseccion
13531, #6228,-15.4869379,-70.2672498,45,interseccion
13532, #6229,-15.4868087,-70.2668005,45,interseccion
13533, #6230,-15.4867117,-70.2665913,45,interseccion
13534, #6231,-15.4864688,-70.2660964,45,interseccion
13535, #6232,-15.4861302,-70.265332,45,interseccion
13536, #6233,-15.4858717,-70.2646548,45,interseccion
13537, #6234,-15.4858678,-70.2646038,45,interseccion
13538, #6235,-15.4858872,-70.2645689,45,interseccion
13539, #6236,-15.4859273,-70.2645341,45,interseccion
13540, #6237,-15.4860902,-70.2644946,45,interseccion
13541, #6238,-15.4862512,-70.2644472,45,interseccion
13542, #6239,-15.4864098,-70.2643919,45,interseccion
13543, #6240,-15.4865657,-70.2643289,45,interseccion
13544, #6241,-15.4866909,-70.2642717,45,interseccion
13545, #6242,-15.4868138,-70.2642095,45,interseccion
13546, #6243,-15.4869806,-70.2641076,45,interseccion
13547, #6244,-15.4870672,-70.2640258,45,interseccion
13548, #6245,-15.4871046,-70.2639641,45,interseccion
13549, #6246,-15.4871227,-70.2638917,45,interseccion
13550, #6247,-15.4870917,-70.263783,45,interseccion
13551, #6248,-15.4869952,-70.2636635,45,interseccion
13552, #6249,-15.4869034,-70.2635401,45,interseccion
13553, #6250,-15.4868164,-70.2634129,45,interseccion
13554, #6251,-15.4867286,-70.2632722,45,interseccion
13555, #6252,-15.4866467,-70.2631277,45,interseccion
13556, #6253,-15.4865709,-70.2629797,45,interseccion
13557, #6254,-15.4860591,-70.2621201,45,interseccion
13558, #6255,-15.4855318,-70.2612108,45,interseccion
13559, #6256,-15.4814826,-70.274296,45,interseccion
13560, #6257,-15.4815435,-70.2742856,45,interseccion
13561, #6258,-15.4816035,-70.2742703,45,interseccion
13562, #6259,-15.4816622,-70.2742504,45,interseccion
13563, #6260,-15.4817261,-70.2742224,45,interseccion
13564, #6261,-15.4817875,-70.2741888,45,interseccion
13565, #6262,-15.4818458,-70.2741498,45,interseccion
13566, #6263,-15.4822684,-70.2739097,45,interseccion
13567, #6264,-15.4830632,-70.2734604,45,interseccion
13568, #6265,-15.4839486,-70.2729186,45,interseccion
13569, #6266,-15.4847408,-70.2724814,45,interseccion
13570, #6267,-15.4856507,-70.2719329,45,interseccion
13571, #6268,-15.486324,-70.2719598,45,interseccion
13572, #6269,-15.4873554,-70.2719919,45,interseccion
13573, #6270,-15.4884953,-70.2720375,45,interseccion
13574, #6271,-15.4889437,-70.2720536,45,interseccion
13575, #6272,-15.4891945,-70.2720548,45,interseccion
13576, #6273,-15.4989389,-70.2467738,45,interseccion
13577, #6274,-15.4987438,-70.2468717,45,interseccion
13578, #6275,-15.4982772,-70.247038,45,interseccion
13579, #6276,-15.4975031,-70.2474001,45,interseccion
13580, #6277,-15.4966631,-70.247789,45,interseccion
13581, #6278,-15.4965865,-70.247824,45,interseccion
13582, #6279,-15.496508,-70.247854,45,interseccion
13583, #6280,-15.4964279,-70.2478789,45,interseccion
13584, #6281,-15.4963419,-70.2478995,45,interseccion
13585, #6282,-15.4962549,-70.2479142,45,interseccion
13586, #6283,-15.4961671,-70.247923,45,interseccion
13587, #6284,-15.4960789,-70.2479258,45,interseccion
13588, #6285,-15.4953888,-70.2479486,45,interseccion
13589, #6286,-15.4946224,-70.2480237,45,interseccion
13590, #6287,-15.4941507,-70.2480492,45,interseccion
13591, #6288,-15.4935898,-70.2480787,45,interseccion
13592, #6289,-15.4934902,-70.2480784,45,interseccion
13593, #6290,-15.4933908,-70.2480707,45,interseccion
13594, #6291,-15.4932972,-70.2480565,45,interseccion
13595, #6292,-15.4932047,-70.2480358,45,interseccion
13596, #6293,-15.492901,-70.2479526,45,interseccion
13597, #6294,-15.4925404,-70.2479258,45,interseccion
13598, #6295,-15.4920829,-70.2479687,45,interseccion
13599, #6296,-15.4917314,-70.2480492,45,interseccion
13600, #6297,-15.4913825,-70.2481726,45,interseccion
13601, #6298,-15.4912738,-70.2482082,45,interseccion
13602, #6299,-15.4911634,-70.2482378,45,interseccion
13603, #6300,-15.4910516,-70.2482611,45,interseccion
13604, #6301,-15.4909325,-70.2482789,45,interseccion
13605, #6302,-15.4908126,-70.2482896,45,interseccion
13606, #6303,-15.4906923,-70.2482933,45,interseccion
13607, #6304,-15.4901935,-70.248296,45,interseccion
13608, #6305,-15.4901182,-70.2482965,45,interseccion
13609, #6306,-15.4900432,-70.2483019,45,interseccion
13610, #6307,-15.4899686,-70.2483121,45,interseccion
13611, #6308,-15.4898813,-70.2483302,45,interseccion
13612, #6309,-15.4897954,-70.248355,45,interseccion
13613, #6310,-15.4895163,-70.2484328,45,interseccion
13614, #6311,-15.488914,-70.2486178,45,interseccion
13615, #6312,-15.486934,-70.2491972,45,interseccion
13616, #6313,-15.4852022,-70.24968,45,interseccion
13617, #6314,-15.4843466,-70.249967,45,interseccion
13618, #6315,-15.483809,-70.2500877,45,interseccion
13619, #6316,-15.4829249,-70.2503559,45,interseccion
13620, #6317,-15.4825217,-70.2504525,45,interseccion
13621, #6318,-15.4823304,-70.250541,45,interseccion
13622, #6319,-15.4808208,-70.2509621,45,interseccion
13623, #6320,-15.4802651,-70.2511445,45,interseccion
13624, #6321,-15.4797817,-70.2512679,45,interseccion
13625, #6322,-15.4792596,-70.2514181,45,interseccion
13626, #6323,-15.4790605,-70.2514905,45,interseccion
13627, #6324,-15.4789959,-70.25152,45,interseccion
13628, #6325,-15.4789863,-70.2515379,45,interseccion
13629, #6326,-15.4789804,-70.2515575,45,interseccion
13630, #6327,-15.4789784,-70.2515794,45,interseccion
13631, #6328,-15.478981,-70.2516012,45,interseccion
13632, #6329,-15.4789881,-70.2516219,45,interseccion
13633, #6330,-15.4792053,-70.2520752,45,interseccion
13634, #6331,-15.4796576,-70.2530676,45,interseccion
13635, #6332,-15.4802005,-70.2542853,45,interseccion
13636, #6333,-15.4805779,-70.255098,45,interseccion
13637, #6334,-15.4807317,-70.2554373,45,interseccion
13638, #6335,-15.4807808,-70.2556171,45,interseccion
13639, #6336,-15.4808338,-70.255731,45,interseccion
13640, #6337,-15.4809074,-70.2558906,45,interseccion
13641, #6338,-15.4809915,-70.2560703,45,interseccion
13642, #6339,-15.4810587,-70.2562179,45,interseccion
13643, #6340,-15.4811207,-70.256364,45,interseccion
13644, #6341,-15.4811711,-70.2565022,45,interseccion
13645, #6342,-15.4812344,-70.2565558,45,interseccion
13646, #6343,-15.4813133,-70.2566135,45,interseccion
13647, #6344,-15.4813882,-70.2566712,45,interseccion
13648, #6345,-15.481502,-70.2567865,45,interseccion
13649, #6346,-15.4816984,-70.256993,45,interseccion
13650, #6347,-15.4822671,-70.2575576,45,interseccion
13651, #6348,-15.4823343,-70.2576569,45,interseccion
13652, #6349,-15.4823886,-70.2577239,45,interseccion
13653, #6350,-15.4824584,-70.2577642,45,interseccion
13654, #6351,-15.4825372,-70.2578285,45,interseccion
13655, #6352,-15.4826484,-70.2579251,45,interseccion
13656, #6353,-15.4831356,-70.2584361,45,interseccion
13657, #6354,-15.4838581,-70.259171,45,interseccion
13658, #6355,-15.4843595,-70.2596739,45,interseccion
13659, #6356,-15.4845392,-70.259922,45,interseccion
13660, #6357,-15.4846245,-70.2600105,45,interseccion
13661, #6358,-15.4847085,-70.2600561,45,interseccion
13662, #6359,-15.4847757,-70.2601258,45,interseccion
13663, #6360,-15.4849424,-70.2602921,45,interseccion
13664, #6361,-15.4851208,-70.2604705,45,interseccion
13665, #6362,-15.48525,-70.2605952,45,interseccion
13666, #6363,-15.4853224,-70.2606797,45,interseccion
13667, #6364,-15.4853689,-70.2607736,45,interseccion
13668, #6365,-15.4854025,-70.2608621,45,interseccion
13669, #6366,-15.4854258,-70.2609399,45,interseccion
13670, #6367,-15.5054069,-70.2276584,45,interseccion
13671, #6368,-15.5054152,-70.2276496,45,interseccion
13672, #6369,-15.505453,-70.2276434,45,interseccion
13673, #6370,-15.5056739,-70.2277856,45,interseccion
13674, #6371,-15.5063038,-70.228113,45,interseccion
13675, #6372,-15.5086312,-70.2292858,45,interseccion
13676, #6373,-15.5091649,-70.2294602,45,interseccion
13677, #6374,-15.5105037,-70.2298062,45,interseccion
13678, #6375,-15.5109475,-70.2299531,45,interseccion
13679, #6376,-15.5109962,-70.2299411,45,interseccion
13680, #6377,-15.5110296,-70.2299108,45,interseccion
13681, #6378,-15.5120087,-70.228489,45,interseccion
13682, #6379,-15.5120914,-70.2284343,45,interseccion
13683, #6380,-15.5121756,-70.228445,45,interseccion
13684, #6381,-15.5123413,-70.2286662,45,interseccion
13685, #6382,-15.514383,-70.230014,45,interseccion
13686, #6383,-15.5151294,-70.2304694,45,interseccion
13687, #6384,-15.5053811,-70.2276959,45,interseccion
13688, #6385,-15.4753537,-70.2181157,45,interseccion
13689, #6386,-15.4757285,-70.2184591,45,interseccion
13690, #6387,-15.4766772,-70.2192235,45,interseccion
13691, #6388,-15.4768137,-70.2194001,45,interseccion
13692, #6389,-15.476893,-70.2194768,45,interseccion
13693, #6390,-15.4775803,-70.2200087,45,interseccion
13694, #6391,-15.4777706,-70.2201007,45,interseccion
13695, #6392,-15.4779586,-70.2201379,45,interseccion
13696, #6393,-15.4780806,-70.2201813,45,interseccion
13697, #6394,-15.4782049,-70.2202562,45,interseccion
13698, #6395,-15.4783485,-70.220378,45,interseccion
13699, #6396,-15.4785309,-70.2205008,45,interseccion
13700, #6397,-15.4788911,-70.220696,45,interseccion
13701, #6398,-15.4791717,-70.2209428,45,interseccion
13702, #6399,-15.4796163,-70.2212968,45,interseccion
13703, #6400,-15.4804771,-70.2219433,45,interseccion
13704, #6401,-15.4806794,-70.222145,45,interseccion
13705, #6402,-15.4808999,-70.2223267,45,interseccion
13706, #6403,-15.4811367,-70.2224865,45,interseccion
13707, #6404,-15.481692,-70.2228257,45,interseccion
13708, #6405,-15.4817635,-70.2228572,45,interseccion
13709, #6406,-15.4819143,-70.2228954,45,interseccion
13710, #6407,-15.4820507,-70.2229008,45,interseccion
13711, #6408,-15.4821857,-70.2228794,45,interseccion
13712, #6409,-15.4823014,-70.2228392,45,interseccion
13713, #6410,-15.4824651,-70.2227316,45,interseccion
13714, #6411,-15.4826943,-70.2224777,45,interseccion
13715, #6412,-15.4828118,-70.2224021,45,interseccion
13716, #6413,-15.4829526,-70.2223522,45,interseccion
13717, #6414,-15.4831007,-70.2223375,45,interseccion
13718, #6415,-15.483566,-70.2223778,45,interseccion
13719, #6416,-15.4841191,-70.2224046,45,interseccion
13720, #6417,-15.484313,-70.2224529,45,interseccion
13721, #6418,-15.4846568,-70.2225655,45,interseccion
13722, #6419,-15.4850704,-70.2227506,45,interseccion
13723, #6420,-15.4853418,-70.2228472,45,interseccion
13724, #6421,-15.48544,-70.2229089,45,interseccion
13725, #6422,-15.4855913,-70.223036,45,interseccion
13726, #6423,-15.4856933,-70.2230805,45,interseccion
13727, #6424,-15.4858093,-70.2230923,45,interseccion
13728, #6425,-15.4861198,-70.2230242,45,interseccion
13729, #6426,-15.4862868,-70.2230117,45,interseccion
13730, #6427,-15.48699,-70.2230702,45,interseccion
13731, #6428,-15.4872365,-70.2231295,45,interseccion
13732, #6429,-15.4878439,-70.2233461,45,interseccion
13733, #6430,-15.4885263,-70.2236599,45,interseccion
13734, #6431,-15.4889974,-70.2238566,45,interseccion
13735, #6432,-15.489147,-70.2238864,45,interseccion
13736, #6433,-15.489493,-70.2238852,45,interseccion
13737, #6434,-15.4897515,-70.2239174,45,interseccion
13738, #6435,-15.4902788,-70.2240568,45,interseccion
13739, #6436,-15.4906665,-70.224199,45,interseccion
13740, #6437,-15.490819,-70.2242017,45,interseccion
13741, #6438,-15.4909827,-70.2241601,45,interseccion
13742, #6439,-15.4911363,-70.2241785,45,interseccion
13743, #6440,-15.4915371,-70.2243431,45,interseccion
13744, #6441,-15.4917287,-70.224456,45,interseccion
13745, #6442,-15.4919925,-70.2246442,45,interseccion
13746, #6443,-15.4921807,-70.2247393,45,interseccion
13747, #6444,-15.4926748,-70.2249098,45,interseccion
13748, #6445,-15.4931479,-70.2250519,45,interseccion
13749, #6446,-15.4939078,-70.2253416,45,interseccion
13750, #6447,-15.4941437,-70.2253839,45,interseccion
13751, #6448,-15.4947245,-70.2253872,45,interseccion
13752, #6449,-15.4948719,-70.2254033,45,interseccion
13753, #6450,-15.4958825,-70.2256742,45,interseccion
13754, #6451,-15.4960117,-70.2256823,45,interseccion
13755, #6452,-15.4966812,-70.2258164,45,interseccion
13756, #6453,-15.4969629,-70.2259398,45,interseccion
13757, #6454,-15.4973739,-70.2261677,45,interseccion
13758, #6455,-15.4975129,-70.2262618,45,interseccion
13759, #6456,-15.4976482,-70.2263811,45,interseccion
13760, #6457,-15.4979528,-70.226723,45,interseccion
13761, #6458,-15.498095,-70.2268302,45,interseccion
13762, #6459,-15.4982863,-70.2269456,45,interseccion
13763, #6460,-15.4984456,-70.2270745,45,interseccion
13764, #6461,-15.49887,-70.2275255,45,interseccion
13765, #6462,-15.4992265,-70.2278589,45,interseccion
13766, #6463,-15.4994726,-70.2280533,45,interseccion
13767, #6464,-15.499943,-70.2284651,45,interseccion
13768, #6465,-15.500304,-70.2287341,45,interseccion
13769, #6466,-15.5005201,-70.2288436,45,interseccion
13770, #6467,-15.5006667,-70.2288781,45,interseccion
13771, #6468,-15.5007856,-70.2288754,45,interseccion
13772, #6469,-15.5014452,-70.2287814,45,interseccion
13773, #6470,-15.5018368,-70.2287483,45,interseccion
13774, #6471,-15.5027737,-70.2287544,45,interseccion
13775, #6472,-15.5030096,-70.2287825,45,interseccion
13776, #6473,-15.5033394,-70.2288984,45,interseccion
13777, #6474,-15.5035238,-70.2289365,45,interseccion
13778, #6475,-15.5037194,-70.22895,45,interseccion
13779, #6476,-15.5042555,-70.2289438,45,interseccion
13780, #6477,-15.5043473,-70.2289103,45,interseccion
13781, #6478,-15.5044584,-70.2288191,45,interseccion
13782, #6479,-15.5048176,-70.2283604,45,interseccion
13783, #6480,-15.4444352,-70.2988985,45,interseccion
13784, #6481,-15.4447093,-70.2987859,45,interseccion
13785, #6482,-15.4449057,-70.298751,45,interseccion
13786, #6483,-15.4449632,-70.2987429,45,interseccion
13787, #6484,-15.445021,-70.2987393,45,interseccion
13788, #6485,-15.445079,-70.2987403,45,interseccion
13789, #6486,-15.44515,-70.2987478,45,interseccion
13790, #6487,-15.44522,-70.2987621,45,interseccion
13791, #6488,-15.4452884,-70.2987832,45,interseccion
13792, #6489,-15.4455443,-70.2988395,45,interseccion
13793, #6490,-15.4459709,-70.2989253,45,interseccion
13794, #6491,-15.4466457,-70.2990755,45,interseccion
13795, #6492,-15.4467036,-70.2990887,45,interseccion
13796, #6493,-15.4467623,-70.2990967,45,interseccion
13797, #6494,-15.4468215,-70.2990997,45,interseccion
13798, #6495,-15.4468982,-70.2990959,45,interseccion
13799, #6496,-15.446974,-70.2990836,45,interseccion
13800, #6497,-15.4470405,-70.2990798,45,interseccion
13801, #6498,-15.4471071,-70.2990825,45,interseccion
13802, #6499,-15.4471731,-70.2990916,45,interseccion
13803, #6500,-15.4474394,-70.2991158,45,interseccion
13804, #6501,-15.4477496,-70.2991238,45,interseccion
13805, #6502,-15.4480547,-70.2991104,45,interseccion
13806, #6503,-15.4483882,-70.2991238,45,interseccion
13807, #6504,-15.4490965,-70.2991855,45,interseccion
13808, #6505,-15.4497532,-70.2992392,45,interseccion
13809, #6506,-15.4502186,-70.2992526,45,interseccion
13810, #6507,-15.4502565,-70.2992511,45,interseccion
13811, #6508,-15.4502938,-70.2992439,45,interseccion
13812, #6509,-15.4503297,-70.2992311,45,interseccion
13813, #6510,-15.450364,-70.2992127,45,interseccion
13814, #6511,-15.4503952,-70.2991893,45,interseccion
13815, #6512,-15.4504228,-70.2991614,45,interseccion
13816, #6513,-15.4504642,-70.2990648,45,interseccion
13817, #6514,-15.4504855,-70.299051,45,interseccion
13818, #6515,-15.4505091,-70.2990419,45,interseccion
13819, #6516,-15.450534,-70.299038,45,interseccion
13820, #6517,-15.4505645,-70.2990403,45,interseccion
13821, #6518,-15.4505935,-70.2990504,45,interseccion
13822, #6519,-15.4506193,-70.2990675,45,interseccion
13823, #6520,-15.4508339,-70.2991909,45,interseccion
13824, #6521,-15.4508823,-70.2992127,45,interseccion
13825, #6522,-15.4509321,-70.2992311,45,interseccion
13826, #6523,-15.4509881,-70.2992472,45,interseccion
13827, #6524,-15.4510451,-70.2992588,45,interseccion
13828, #6525,-15.4511027,-70.299266,45,interseccion
13829, #6526,-15.4513716,-70.2992928,45,interseccion
13830, #6527,-15.4514394,-70.2992854,45,interseccion
13831, #6528,-15.4515076,-70.2992827,45,interseccion
13832, #6529,-15.4515758,-70.2992848,45,interseccion
13833, #6530,-15.4516562,-70.2992934,45,interseccion
13834, #6531,-15.4517356,-70.2993086,45,interseccion
13835, #6532,-15.4518137,-70.2993304,45,interseccion
13836, #6533,-15.4519473,-70.2993684,45,interseccion
13837, #6534,-15.4520825,-70.2994001,45,interseccion
13838, #6535,-15.4521956,-70.2994215,45,interseccion
13839, #6536,-15.4523095,-70.2994385,45,interseccion
13840, #6537,-15.4524238,-70.2994511,45,interseccion
13841, #6538,-15.4530184,-70.2995047,45,interseccion
13842, #6539,-15.4533519,-70.2995771,45,interseccion
13843, #6540,-15.4534263,-70.2995895,45,interseccion
13844, #6541,-15.4534993,-70.2996093,45,interseccion
13845, #6542,-15.4535801,-70.2996409,45,interseccion
13846, #6543,-15.453657,-70.2996817,45,interseccion
